"full_name","name","e","a","ma","i","w","diameter","om","per_y","neo","pha","spkid","pdes"
"       (2014 CD13)",,0.7562,2.209,73.68,6.88,284.49,0.398,332.31,3.28,Y,Y,3661493,"2014 CD13"
"       (2014 CU13)",,0.6738,2.154,115.26,5.94,249.89,,356.10,3.16,Y,Y,3661509,"2014 CU13"
"       (2014 DM22)",,0.5592,1.8,101.36,42.14,112.73,,119.90,2.42,Y,Y,3662584,"2014 DM22"
"       (2014 EQ12)",,0.7471,2.634,155.87,10.98,93.11,,177.08,4.28,Y,Y,3663745,"2014 EQ12"
"       (2014 EG45)",,0.4981,1.609,95.59,25.51,296.28,,164.16,2.04,Y,Y,3663955,"2014 EG45"
"       (2014 EQ49)",,0.2068,1.148,288.30,15.16,50.44,0.379,11.49,1.23,Y,Y,3666411,"2014 EQ49"
"       (2014 ER49)",,0.6419,2.826,62.33,13.67,160.14,0.461,100.26,4.75,Y,Y,3666473,"2014 ER49"
"       (2014 GE35)",,0.5207,1.891,52.21,19.16,232.10,,223.39,2.6,Y,Y,3667127,"2014 GE35"
"       (2014 HE124)",,0.8487,1.959,21.09,18.73,229.78,,204.34,2.74,Y,Y,3669248,"2014 HE124"
"       (2014 HK129)",,0.4889,1.7,279.99,6.71,45.32,,93.84,2.22,Y,Y,3669359,"2014 HK129"
"       (2014 HV177)",,0.5490,2.172,114.38,4.59,128.10,,24.26,3.2,Y,Y,3670102,"2014 HV177"
"       (2014 JS54)",,0.8941,2.075,199.24,3.36,206.53,,235.05,2.99,Y,Y,3671119,"2014 JS54"
"       (2014 JV55)",,0.6920,2.457,269.31,41.44,106.36,0.321,59.76,3.85,Y,Y,3671129,"2014 JV55"
"       (2014 KM4)",,0.6867,2.77,91.92,5.19,11.11,,143.53,4.61,Y,Y,3672190,"2014 KM4"
"       (2014 KP4)",,0.8208,2.322,353.47,9.32,235.96,,249.01,3.54,Y,Y,3672193,"2014 KP4"
"       (2014 KZ45)",,0.4065,1.529,111.95,13.76,231.51,,121.62,1.89,Y,Y,3672669,"2014 KZ45"
"       (2014 KT76)",,0.7009,2.483,256.80,4.43,298.43,,207.95,3.91,Y,Y,3672906,"2014 KT76"
"       (2014 KP84)",,0.3513,1.488,18.01,22.34,29.47,,56.21,1.82,Y,Y,3672960,"2014 KP84"
"       (2014 KV86)",,0.6414,2.632,172.32,25.59,37.22,0.644,130.96,4.27,Y,Y,3673133,"2014 KV86"
"       (2014 KB91)",,0.5759,2.333,312.36,4.94,127.13,,201.85,3.56,Y,Y,3673168,"2014 KB91"
"       (2014 MF6)",,0.6128,2.445,240.19,4.33,234.71,,89.81,3.82,Y,Y,3673914,"2014 MF6"
"       (2014 MJ6)",,0.6421,1.843,16.35,4.49,102.60,,271.45,2.5,Y,Y,3673921,"2014 MJ6"
"       (2014 MR26)",,0.8251,2.494,242.79,10.89,290.65,,141.46,3.94,Y,Y,3674069,"2014 MR26"
"       (2014 MK55)",,0.3700,1.37,91.98,2.93,207.87,,162.83,1.6,Y,Y,3674335,"2014 MK55"
"       (2014 NB52)",,0.3737,1.253,58.06,24.41,115.36,,279.38,1.4,Y,Y,3674578,"2014 NB52"
"       (2014 NK52)",,0.8342,2.21,70.75,2.54,276.31,0.502,248.74,3.29,Y,Y,3674619,"2014 NK52"
"       (2014 NG65)",,0.3857,1.363,92.04,8.35,305.33,,97.31,1.59,Y,Y,3675229,"2014 NG65"
"       (2014 OT111)",,0.5534,2.214,47.17,8.35,320.37,,307.21,3.29,Y,Y,3675019,"2014 OT111"
"       (2014 OX299)",,0.8549,2.206,24.14,6.47,283.18,,154.32,3.28,Y,Y,3678016,"2014 OX299"
"       (2014 OM339)",,0.6448,2.579,149.46,3.45,18.24,,28.58,4.14,Y,Y,3678629,"2014 OM339"
"       (2014 OJ392)",,0.2922,1.168,119.12,35.36,242.18,,316.91,1.26,Y,Y,3680936,"2014 OJ392"
"       (2014 PS59)",,0.5459,1.964,234.56,14.13,222.85,0.206,162.48,2.75,Y,Y,3681964,"2014 PS59"
"       (2014 PW59)",,0.7002,2.411,266.06,2.38,296.33,0.412,294.60,3.74,Y,Y,3681972,"2014 PW59"
"       (2014 QC3)",,0.3730,1.261,120.37,37.61,64.63,,146.34,1.42,Y,Y,3682230,"2014 QC3"
"       (2014 QO390)",,0.7967,1.265,76.30,21.26,231.20,,325.43,1.42,Y,Y,3685272,"2014 QO390"
"       (2014 QX432)",,0.5868,1.366,230.97,6.44,68.74,,111.72,1.6,Y,Y,3685808,"2014 QX432"
"       (2014 QK434)",,0.5033,1.941,234.01,5.98,166.14,0.296,252.25,2.7,Y,Y,3686160,"2014 QK434"
"       (2014 SP142)",,0.4200,1.16,123.97,5.57,81.25,,125.16,1.25,Y,Y,3689353,"2014 SP142"
"       (2014 SM260)",,0.8861,2.253,10.07,7.75,248.29,,335.54,3.38,Y,Y,3691095,"2014 SM260"
"       (2014 TN17)",,0.7029,2.255,326.07,16.29,106.29,,0.51,3.39,Y,Y,3692751,"2014 TN17"
"       (2014 TW32)",,0.6245,2.544,177.27,14.63,10.09,,326.91,4.06,Y,Y,3693057,"2014 TW32"
"       (2014 TA36)",,0.7064,2.839,12.57,6.13,256.47,0.554,228.95,4.78,Y,Y,3693266,"2014 TA36"
"       (2014 UQ56)",,0.3241,1.437,99.40,39.91,182.47,,45.41,1.72,Y,Y,3694451,"2014 UQ56"
"       (2014 VL6)",,0.3291,1.243,106.36,6.09,279.95,0.242,38.85,1.39,Y,Y,3695930,"2014 VL6"
"       (2014 WD7)",,0.7508,2.262,308.83,2.31,308.76,,218.75,3.4,Y,Y,3696441,"2014 WD7"
"       (2014 WZ120)",,0.6399,2.212,347.81,20.91,245.22,0.297,244.78,3.29,Y,Y,3697798,"2014 WZ120"
"       (2014 WE365)",,0.5003,1.231,1.69,7.24,67.44,,130.90,1.37,Y,Y,3699506,"2014 WE365"
"       (2014 WR367)",,0.6624,2.427,235.11,7.25,311.87,,49.63,3.78,Y,Y,3699903,"2014 WR367"
"       (2014 WK368)",,0.7121,2.155,61.65,14.30,105.23,0.486,237.13,3.16,Y,Y,3699901,"2014 WK368"
"       (2014 XJ3)",,0.7248,2.136,37.13,1.18,161.36,,22.90,3.12,Y,Y,3699954,"2014 XJ3"
"       (2014 XL7)",,0.5331,1.654,277.90,7.50,250.79,,74.45,2.13,Y,Y,3701883,"2014 XL7"
"       (2014 YY8)",,0.5938,2.13,38.61,20.00,134.63,,14.34,3.11,Y,Y,3702914,"2014 YY8"
"       (2014 YL14)",,0.7643,2.749,65.59,5.92,291.08,0.355,67.82,4.56,Y,Y,3703003,"2014 YL14"
"       (2014 YS34)",,0.3853,1.553,346.44,6.89,321.99,0.129,210.06,1.94,Y,Y,3703166,"2014 YS34"
"       (2014 YW34)",,0.4255,1.407,0.50,6.03,57.31,,314.30,1.67,Y,Y,3703080,"2014 YW34"
"       (2015 AY245)",,0.1093,1.127,29.74,13.59,13.05,0.374,143.64,1.2,Y,Y,3704141,"2015 AY245"
"       (2015 BS4)",,0.6534,2.728,40.40,6.10,187.46,,355.08,4.51,Y,Y,3704265,"2015 BS4"
"       (2015 BZ310)",,0.5547,2.032,100.14,4.08,271.56,,304.97,2.9,Y,Y,3705045,"2015 BZ310"
"       (2015 BL311)",,0.8441,2.367,253.57,1.72,143.34,,220.29,3.64,Y,Y,3707694,"2015 BL311"
"       (2015 BN311)",,0.3234,1.416,49.06,16.81,228.17,,98.56,1.68,Y,Y,3707698,"2015 BN311"
"       (2015 BK515)",,0.4467,1.75,26.11,5.26,59.52,,152.25,2.31,Y,Y,3709602,"2015 BK515"
"       (2015 BO519)",,0.8517,3.597,353.84,6.11,279.88,,215.74,6.82,Y,Y,3764850,"2015 BO519"
"       (2015 CX12)",,0.6099,2.003,169.17,5.74,227.53,0.184,195.90,2.83,Y,Y,3710160,"2015 CX12"
"       (2015 CV13)",,0.2883,1.338,6.83,13.04,132.53,0.437,124.79,1.55,Y,Y,3710228,"2015 CV13"
"       (2015 CZ13)",,0.7635,2.802,2.89,19.05,77.61,,145.70,4.69,Y,Y,3710245,"2015 CZ13"
"       (2015 DB1)",,0.2546,1.155,12.45,38.12,242.42,,144.42,1.24,Y,Y,3710913,"2015 DB1"
"       (2015 DH155)",,0.6993,2.449,204.61,12.47,262.11,,169.82,3.83,Y,Y,3711779,"2015 DH155"
"       (2015 DU180)",,0.9220,1.926,240.57,4.86,315.42,0.435,51.75,2.67,Y,Y,3712420,"2015 DU180"
"       (2015 DC200)",,0.8656,1.776,349.83,3.05,85.87,,224.01,2.37,Y,Y,3712625,"2015 DC200"
"       (2015 DN215)",,0.7485,2.74,55.89,10.36,80.73,0.535,3.22,4.54,Y,Y,3712670,"2015 DN215"
"       (2015 EK7)",,0.3667,1.511,1.20,3.43,125.81,,140.76,1.86,Y,Y,3713283,"2015 EK7"
"       (2015 EO61)",,0.7343,1.455,118.73,1.98,261.37,,43.63,1.76,Y,Y,3713941,"2015 EO61"
"       (2015 FJ)",,0.7844,2.584,91.28,8.25,100.06,,189.40,4.15,Y,Y,3713304,"2015 FJ"
"       (2015 FL)",,0.6515,2.686,52.27,15.71,224.79,0.232,11.66,4.4,Y,Y,3713308,"2015 FL"
"       (2015 FF35)",,0.5214,1.883,206.79,8.82,35.44,,235.14,2.58,Y,Y,3713991,"2015 FF35"
"       (2015 FS117)",,0.2544,1.187,245.51,28.37,54.19,,356.56,1.29,Y,Y,3714454,"2015 FS117"
"       (2015 FN118)",,0.5446,1.652,234.22,27.67,247.64,,195.08,2.12,Y,Y,3714488,"2015 FN118"
"       (2015 FT118)",,0.1907,1.167,78.04,21.10,154.62,,196.74,1.26,Y,Y,3714553,"2015 FT118"
"       (2015 FV284)",,0.4891,1.782,32.77,8.82,148.51,,317.14,2.38,Y,Y,3715094,"2015 FV284"
"       (2015 FS332)",,0.4746,1.807,273.72,35.13,135.79,,193.51,2.43,Y,Y,3715376,"2015 FS332"
"       (2015 GS)",,0.4769,1.727,93.52,11.85,20.98,0.262,113.79,2.27,Y,Y,3715498,"2015 GS"
"       (2015 GY)",,0.2001,1.068,128.19,11.81,108.67,0.143,207.76,1.1,Y,Y,3715507,"2015 GY"
"       (2015 GZ13)",,0.5982,1.821,265.12,33.51,282.40,,44.58,2.46,Y,Y,3715906,"2015 GZ13"
"       (2015 HR11)",,0.1692,1.214,171.61,31.16,198.05,,210.69,1.34,Y,Y,3717082,"2015 HR11"
"       (2015 HY116)",,0.6935,2.727,352.69,14.12,248.45,,92.72,4.5,Y,Y,3718322,"2015 HY116"
"       (2015 HX176)",,0.8043,3.88,89.01,28.44,123.95,,15.56,7.64,Y,Y,3718828,"2015 HX176"
"       (2015 HV182)",,0.2805,1.405,33.33,0.68,254.93,,155.20,1.66,Y,Y,3720869,"2015 HV182"
"       (2015 JV)",,0.6719,2.451,175.87,7.23,74.04,,87.15,3.84,Y,Y,3719175,"2015 JV"
"       (2015 JD1)",,0.2225,1.218,279.02,19.14,128.11,,221.15,1.34,Y,Y,3719183,"2015 JD1"
"       (2015 KB19)",,0.4344,1.72,34.40,7.02,40.29,,253.02,2.26,Y,Y,3719473,"2015 KB19"
"       (2015 KH157)",,0.5323,1.792,356.08,21.55,51.31,0.582,89.32,2.4,Y,Y,3720769,"2015 KH157"
"       (2015 KL157)",,0.6175,2.643,53.42,35.52,5.14,1.288,279.23,4.3,Y,Y,3720846,"2015 KL157"
"       (2015 MW53)",,0.1968,1.202,280.92,36.46,314.84,,85.51,1.32,Y,Y,3721907,"2015 MW53"
"       (2015 MG116)",,0.5667,1.467,326.51,2.46,201.73,,174.84,1.78,Y,Y,3723767,"2015 MG116"
"       (2015 NU2)",,0.6481,1.139,276.72,8.14,279.95,,243.62,1.22,Y,Y,3723888,"2015 NU2"
"       (2015 NJ3)",,0.6708,1.688,47.98,12.28,251.44,,134.39,2.19,Y,Y,3723951,"2015 NJ3"
"       (2015 NK13)",,0.5587,2.254,239.21,8.10,192.44,,192.89,3.38,Y,Y,3724058,"2015 NK13"
"       (2015 NU13)",,0.5903,1.83,205.80,4.22,260.55,,139.78,2.47,Y,Y,3724106,"2015 NU13"
"       (2015 NZ13)",,0.7808,2.015,62.74,6.58,239.68,0.258,175.39,2.86,Y,Y,3724112,"2015 NZ13"
"       (2015 OC22)",,0.9028,2.148,314.14,11.65,321.65,,124.73,3.15,Y,Y,3724392,"2015 OC22"
"       (2015 OL35)",,0.6449,2.587,52.55,4.49,296.39,,134.65,4.16,Y,Y,3724644,"2015 OL35"
"       (2015 PM)",,0.6330,1.308,6.74,7.47,244.31,,181.05,1.5,Y,Y,3724987,"2015 PM"
"       (2015 PR228)",,0.6894,2.595,36.07,7.28,107.21,,320.47,4.18,Y,Y,3726014,"2015 PR228"
"       (2015 PU228)",,0.7863,2.291,254.98,9.42,274.34,0.328,299.21,3.47,Y,Y,3726015,"2015 PU228"
"       (2015 PM307)",,0.8604,2.18,343.91,8.03,319.18,,142.10,3.22,Y,Y,3726510,"2015 PM307"
"       (2015 QO3)",,0.8503,2.266,225.96,10.05,308.42,,158.72,3.41,Y,Y,3726513,"2015 QO3"
"       (2015 RA36)",,0.6416,2.602,68.68,34.50,157.67,,156.08,4.2,Y,Y,3727174,"2015 RA36"
"       (2015 RP82)",,0.6189,2.473,165.70,24.68,36.27,,193.69,3.89,Y,Y,3727338,"2015 RP82"
"       (2015 SY16)",,0.4989,1.243,253.50,5.27,305.78,,294.47,1.39,Y,Y,3728857,"2015 SY16"
"       (2015 TX24)",,0.8741,2.262,214.93,6.11,127.78,0.252,32.29,3.4,Y,Y,3729275,"2015 TX24"
"       (2015 TV144)",,0.6536,2.424,113.70,12.71,57.56,,90.38,3.77,Y,Y,3729841,"2015 TV144"
"       (2015 TB145)",,0.8597,2.102,326.39,39.72,121.79,,37.62,3.05,Y,Y,3729835,"2015 TB145"
"       (2015 TH145)",,0.7172,2.971,258.77,12.79,128.99,,351.82,5.12,Y,Y,3729846,"2015 TH145"
"       (2015 TK178)",,0.5656,2.316,242.21,11.36,212.04,,86.10,3.52,Y,Y,3730336,"2015 TK178"
"       (2015 TL178)",,0.6890,2.094,329.50,6.65,55.32,,68.57,3.03,Y,Y,3730322,"2015 TL178"
"       (2015 TR178)",,0.6890,2.374,189.15,10.50,82.28,,200.59,3.66,Y,Y,3730321,"2015 TR178"
"       (2015 TM237)",,0.5380,1.573,344.21,13.79,90.91,,159.73,1.97,Y,Y,3730574,"2015 TM237"
"       (2015 TY237)",,0.4996,1.219,336.07,5.73,119.30,,111.31,1.35,Y,Y,3730580,"2015 TY237"
"       (2015 TK238)",,0.6071,2.41,156.55,3.68,161.99,0.076,170.12,3.74,Y,Y,3730731,"2015 TK238"
"       (2015 TD323)",,0.6310,1.616,333.27,48.91,95.90,0.332,13.92,2.05,Y,Y,3731242,"2015 TD323"
"       (2015 TE323)",,0.5989,2.201,209.03,9.59,323.78,,194.26,3.27,Y,Y,3731244,"2015 TE323"
"       (2015 UK52)",,0.3688,1.555,189.74,20.95,216.82,0.213,239.10,1.94,Y,Y,3732675,"2015 UK52"
"       (2015 VE1)",,0.5671,2.246,244.92,1.90,273.52,0.139,98.27,3.37,Y,Y,3733140,"2015 VE1"
"       (2015 WA2)",,0.6294,1.599,180.52,14.60,273.34,,31.64,2.02,Y,Y,3735470,"2015 WA2"
"       (2015 WG9)",,0.6914,2.033,42.28,34.37,90.04,0.480,239.36,2.9,Y,Y,3735539,"2015 WG9"
"       (2015 XP129)",,0.3946,1.586,261.72,20.05,16.89,,269.48,2,Y,Y,3736234,"2015 XP129"
"       (2015 XD130)",,0.4633,1.483,268.58,32.99,297.87,0.936,253.55,1.81,Y,Y,3736248,"2015 XD130"
"       (2015 XK261)",,0.5808,2.248,204.75,8.09,318.54,,208.73,3.37,Y,Y,3736502,"2015 XK261"
"       (2015 XK351)",,0.5758,1.606,89.23,11.83,67.67,,135.98,2.03,Y,Y,3736659,"2015 XK351"
"       (2015 XU378)",,0.4859,1.974,64.91,23.75,3.23,,89.67,2.77,Y,Y,3736806,"2015 XU378"
"       (2015 YY9)",,0.5643,1.864,23.08,8.29,300.10,,78.12,2.55,Y,Y,3739061,"2015 YY9"
"       (2016 AL8)",,0.4330,1.779,232.10,7.91,24.08,0.422,144.94,2.37,Y,Y,3739217,"2016 AL8"
"       (2016 AZ8)",,0.3552,1.321,318.15,5.59,318.57,0.215,89.99,1.52,Y,Y,3739246,"2016 AZ8"
"       (2016 AA10)",,0.5093,1.879,162.31,12.66,342.52,0.271,59.73,2.58,Y,Y,3739316,"2016 AA10"
"       (2016 AC65)",,0.7289,1.629,119.90,10.58,59.22,,282.17,2.08,Y,Y,3739393,"2016 AC65"
"       (2016 AH193)",,0.7662,1.433,67.21,17.85,242.44,,125.54,1.71,Y,Y,3740497,"2016 AH193"
"       (2016 BE1)",,0.6075,2.347,168.12,7.52,17.42,,57.72,3.6,Y,Y,3740808,"2016 BE1"
"       (2016 BP14)",,0.7541,2.889,290.24,1.98,228.27,0.285,165.07,4.91,Y,Y,3740915,"2016 BP14"
"       (2016 BV14)",,0.7145,2.355,166.87,7.70,261.88,,137.51,3.61,Y,Y,3740926,"2016 BV14"
"       (2016 BZ14)",,0.6655,2.86,281.11,31.16,32.41,1.214,137.26,4.84,Y,Y,3740928,"2016 BZ14"
"       (2016 BD15)",,0.3111,1.467,308.99,35.54,203.35,,303.24,1.78,Y,Y,3740934,"2016 BD15"
"       (2016 BR80)",,0.4525,1.703,318.05,12.07,160.58,0.208,8.73,2.22,Y,Y,3741556,"2016 BR80"
"       (2016 CS29)",,0.5550,1.972,16.54,13.96,39.50,,173.91,2.77,Y,Y,3741566,"2016 CS29"
"       (2016 CW137)",,0.6539,2.407,140.26,37.68,316.29,,133.01,3.73,Y,Y,3743119,"2016 CW137"
"       (2016 CU193)",,0.3561,1.472,201.18,49.89,323.12,,322.37,1.79,Y,Y,3743605,"2016 CU193"
"       (2016 CW193)",,0.6713,2.478,95.65,6.51,235.28,,184.94,3.9,Y,Y,3743606,"2016 CW193"
"       (2016 CO247)",,0.5133,1.419,115.17,18.36,90.32,,292.19,1.69,Y,Y,3744153,"2016 CO247"
"       (2016 CR247)",,0.0916,1.108,254.00,14.17,57.92,,359.27,1.17,Y,Y,3744155,"2016 CR247"
"       (2016 CL264)",,0.5749,1.647,337.45,34.12,100.37,,138.46,2.11,Y,Y,3744785,"2016 CL264"
"       (2016 EF28)",,0.6570,1.871,153.09,5.16,292.13,,143.90,2.56,Y,Y,3745504,"2016 EF28"
"       (2016 EJ56)",,0.4548,1.39,39.43,28.37,95.14,,168.62,1.64,Y,Y,3745900,"2016 EJ56"
"       (2016 EL56)",,0.8560,2.029,8.90,11.35,70.29,,334.53,2.89,Y,Y,3745899,"2016 EL56"
"       (2016 EU85)",,0.4822,1.848,243.24,2.59,23.58,,359.38,2.51,Y,Y,3746452,"2016 EU85"
"       (2016 EH157)",,0.6246,2.434,83.34,10.04,198.24,0.231,22.85,3.8,Y,Y,3747314,"2016 EH157"
"       (2016 EZ157)",,0.6185,2.65,321.53,12.35,1.18,,267.20,4.31,Y,Y,3747349,"2016 EZ157"
"       (2016 FY3)",,0.6887,2.626,348.52,22.44,238.39,0.205,35.91,4.26,Y,Y,3748270,"2016 FY3"
"       (2016 FC15)",,0.3947,1.5,275.72,5.48,206.80,,249.15,1.84,Y,Y,3748546,"2016 FC15"
"       (2016 FG60)",,0.6087,1.406,131.42,9.32,102.30,,297.41,1.67,Y,Y,3752785,"2016 FG60"
"       (2016 GQ134)",,0.4724,1.494,163.18,12.25,301.97,,22.65,1.83,Y,Y,3750665,"2016 GQ134"
"       (2016 GD135)",,0.5683,1.971,349.45,9.40,59.16,,232.81,2.77,Y,Y,3750673,"2016 GD135"
"       (2016 GX221)",,0.8789,2.495,70.34,6.91,250.69,,187.56,3.94,Y,Y,3752013,"2016 GX221"
"       (2016 GD241)",,0.7691,1.488,212.69,11.67,314.54,,30.10,1.81,Y,Y,3752099,"2016 GD241"
"       (2016 HN3)",,0.5557,2.148,239.02,19.35,199.82,0.371,64.21,3.15,Y,Y,3752443,"2016 HN3"
"       (2016 HV3)",,0.3284,1.438,217.27,23.79,145.87,,214.12,1.73,Y,Y,3752454,"2016 HV3"
"       (2016 JW5)",,0.6737,2.725,332.58,2.96,352.26,,172.66,4.5,Y,Y,3752780,"2016 JW5"
"       (2016 JJ24)",,0.7582,1.31,344.82,10.86,230.07,,190.12,1.5,Y,Y,3753092,"2016 JJ24"
"       (2016 JU33)",,0.5335,1.828,170.76,3.88,223.89,0.174,293.11,2.47,Y,Y,3753371,"2016 JU33"
"       (2016 JT38)",,0.6506,2.329,332.74,0.90,88.52,,236.43,3.56,Y,Y,3753590,"2016 JT38"
"       (2016 KR3)",,0.5194,1.302,283.70,24.23,269.30,,208.24,1.49,Y,Y,3753640,"2016 KR3"
"       (2016 LN1)",,0.5620,2.249,153.07,6.32,25.35,,320.91,3.37,Y,Y,3753695,"2016 LN1"
"       (2016 LV47)",,0.8634,1.786,339.00,15.19,317.15,0.237,92.15,2.39,Y,Y,3753919,"2016 LV47"
"       (2016 LX48)",,0.6913,3.222,145.76,5.58,4.04,0.864,327.28,5.78,Y,Y,3754264,"2016 LX48"
"       (2016 NV)",,0.2366,1.266,199.17,16.29,145.16,,255.15,1.42,Y,Y,3754386,"2016 NV"
"       (2016 NG15)",,0.6027,1.837,86.66,23.09,108.49,,267.95,2.49,Y,Y,3754438,"2016 NG15"
"       (2016 NT22)",,0.8703,1.246,266.78,17.79,146.25,,315.76,1.39,Y,Y,3755203,"2016 NT22"
"       (2016 NQ32)",,0.4178,1.515,106.07,3.53,170.10,,212.43,1.86,Y,Y,3755311,"2016 NQ32"
"       (2016 NG33)",,0.0950,1.037,47.22,29.92,39.35,,136.74,1.06,Y,Y,3755345,"2016 NG33"
"       (2016 OK1)",,0.6018,2.173,170.06,13.75,139.37,,247.29,3.2,Y,Y,3756758,"2016 OK1"
"       (2016 PF8)",,0.5629,1.13,0.10,5.67,79.21,,109.58,1.2,Y,Y,3756949,"2016 PF8"
"       (2016 PR8)",,0.6769,2.841,236.79,16.33,312.40,1.349,97.57,4.79,Y,Y,3757001,"2016 PR8"
"       (2016 PN38)",,0.6175,2.462,21.04,3.58,56.56,0.196,343.53,3.86,Y,Y,3757288,"2016 PN38"
"       (2016 PR38)",,0.4282,1.657,262.99,4.70,225.47,,176.75,2.13,Y,Y,3757294,"2016 PR38"
"       (2016 PO39)",,0.5217,1.844,167.14,33.13,219.03,,335.93,2.5,Y,Y,3757396,"2016 PO39"
"       (2016 PQ39)",,0.5362,1.663,246.80,7.85,53.83,,18.18,2.14,Y,Y,3757398,"2016 PQ39"
"       (2016 PZ39)",,0.7866,2.267,163.54,4.25,118.32,,79.67,3.41,Y,Y,3757411,"2016 PZ39"
"       (2016 QJ44)",,0.3179,1.384,239.58,10.43,160.62,,323.03,1.63,Y,Y,3758257,"2016 QJ44"
"       (2016 QC45)",,0.6672,2.649,329.99,24.20,310.09,,331.22,4.31,Y,Y,3758274,"2016 QC45"
"       (2016 QE45)",,0.5258,1.253,213.34,4.85,95.72,,18.89,1.4,Y,Y,3758270,"2016 QE45"
"       (2016 RN1)",,0.2750,1.31,248.94,25.29,20.52,,188.60,1.5,Y,Y,3758927,"2016 RN1"
"       (2016 SJ1)",,0.7009,2.752,256.27,6.73,35.07,,42.62,4.57,Y,Y,3759716,"2016 SJ1"
"       (2016 TJ18)",,0.5830,2.408,49.34,17.72,349.04,0.188,44.94,3.74,Y,Y,3760585,"2016 TJ18"
"       (2016 TH55)",,0.6735,1.622,332.46,39.82,284.61,,206.85,2.07,Y,Y,3760884,"2016 TH55"
"       (2016 TY92)",,0.6450,2.824,222.25,12.15,24.83,,80.13,4.75,Y,Y,3761127,"2016 TY92"
"       (2016 UZ25)",,0.7928,2.498,352.62,3.81,114.54,0.143,32.33,3.95,Y,Y,3761480,"2016 UZ25"
"       (2016 UJ31)",,0.3289,1.48,172.26,30.28,5.15,,348.60,1.8,Y,Y,3761549,"2016 UJ31"
"       (2016 UW40)",,0.3006,1.335,123.38,14.51,244.53,,43.73,1.54,Y,Y,3761740,"2016 UW40"
"       (2016 UF101)",,0.6323,2.688,301.22,10.13,18.60,,317.12,4.41,Y,Y,3762886,"2016 UF101"
"       (2016 VC1)",,0.6859,2.29,91.09,13.37,241.62,,245.48,3.46,Y,Y,3763276,"2016 VC1"
"       (2016 WJ7)",,0.5426,1.954,285.97,4.97,214.30,,303.05,2.73,Y,Y,3764797,"2016 WJ7"
"       (2016 WF9)",,0.6648,2.85,213.52,15.18,342.89,1.082,125.16,4.81,Y,Y,3764848,"2016 WF9"
"       (2016 WG9)",,0.6420,2.343,92.24,5.78,219.76,,122.46,3.59,Y,Y,3764847,"2016 WG9"
"       (2016 WW9)",,0.6896,2.835,222.28,21.49,218.53,,295.13,4.77,Y,Y,3764863,"2016 WW9"
"       (2016 XM)",,0.4886,1.871,356.24,14.56,140.61,,22.27,2.56,Y,Y,3765022,"2016 XM"
"       (2016 XG1)",,0.7684,1.419,287.16,10.29,224.83,,62.35,1.69,Y,Y,3765532,"2016 XG1"
"       (2016 XA2)",,0.7513,2.05,222.64,7.02,276.69,,262.71,2.94,Y,Y,3765642,"2016 XA2"
"       (2016 XW17)",,0.7549,2.674,274.72,11.38,285.60,,265.08,4.37,Y,Y,3765661,"2016 XW17"
"       (2016 XC18)",,0.6698,2.051,19.53,8.93,279.74,,64.68,2.94,Y,Y,3765705,"2016 XC18"
"       (2016 XM23)",,0.3401,1.224,3.27,26.16,247.43,,64.17,1.35,Y,Y,3766015,"2016 XM23"
"       (2016 XO23)",,0.6221,2.099,187.17,4.37,299.82,,237.33,3.04,Y,Y,3766033,"2016 XO23"
"       (2016 XP23)",,0.6451,2.462,25.22,37.96,319.48,,37.97,3.86,Y,Y,3766032,"2016 XP23"
"       (2016 YZ)",,0.3947,1.645,229.74,12.27,188.67,,324.75,2.11,Y,Y,3766075,"2016 YZ"
"       (2016 YW7)",,0.4489,1.071,124.52,16.32,81.03,,223.96,1.11,Y,Y,3766160,"2016 YW7"
"       (2016 YT8)",,0.6258,1.998,247.60,9.10,121.17,,75.48,2.82,Y,Y,3766185,"2016 YT8"
"       (2016 YB11)",,0.5298,1.906,22.20,14.51,304.21,,77.22,2.63,Y,Y,3766238,"2016 YB11"
"       (2017 AE3)",,0.6402,1.845,59.39,9.50,107.66,,269.33,2.51,Y,Y,3766294,"2017 AE3"
"       (2017 AY13)",,0.5567,1.96,320.68,5.74,224.29,,181.92,2.74,Y,Y,3766463,"2017 AY13"
"       (2017 AN19)",,0.3690,1.495,347.64,19.78,329.36,,281.30,1.83,Y,Y,3766499,"2017 AN19"
"       (2017 AQ19)",,0.4824,1.865,360.00,9.45,359.46,,169.35,2.55,Y,Y,3766497,"2017 AQ19"
"       (2017 AG21)",,0.1127,1.08,56.22,12.99,15.01,,20.22,1.12,Y,Y,3766660,"2017 AG21"
"       (2017 BF3)",,0.6073,2.011,280.12,6.60,128.27,,245.18,2.85,Y,Y,3766608,"2017 BF3"
"       (2017 BL3)",,0.6922,1.615,241.81,12.26,254.45,,349.92,2.05,Y,Y,3766635,"2017 BL3"
"       (2017 BP5)",,0.7226,1.565,27.41,22.29,71.00,,251.73,1.96,Y,Y,3766964,"2017 BP5"
"       (2017 BQ6)",,0.5309,1.947,288.65,9.00,43.57,,132.96,2.72,Y,Y,3767007,"2017 BQ6"
"       (2017 BP31)",,0.6977,2.12,158.14,1.59,202.91,,48.33,3.09,Y,Y,3767248,"2017 BP31"
"       (2017 BR31)",,0.5539,2.149,172.20,7.94,184.78,,251.15,3.15,Y,Y,3767249,"2017 BR31"
